name,author,date,data,url,source
Tilable compact battery assembly,Spectre,17/11/2024,0eNq1mE1v4jAQhv9K5XNSiL+SIO1he1ntaY+7EkJVCKZYzdcmTrsI8d/XgRZRYZdhoCdC4jwTj9+Z1/KGzIteNa2uDJlsyEJ1easbo+uKTMjKmKabjEbLLDd1q+vdsO4+r8vRi1avo/DXw/PyR1atfv5eFY1M/4yfExIQnddVRybTDen0U5UVA7jKSmWJ88wY1a7J1o6qFuofmUTbWUBUZbTRav/S7s/6serLuWrtgOD95UY3KjR1+NTWfbWwgZq60/tP3ZABJem9CMjaXrF7YUMsdKvy/YCIboMTND2gl1lnQgtV7R4ezlVhXBGYN0ISELNuBljdm6Y3xBGQHQKWaqH7MlSFfb3VedjUhXLF48fxHET+ITsuQnqGIC7Ib+KdPXeQ5YGcr1Sp86wImyKrnHkdv5P5CTkg9lo3x/J5v/X4t88KG9I+quq2tFJzfEb8cZV11anWUj7VjwDpJ0GQOSRz6RXC5H5h6sqjy2h8CHhRrH2aztIjeJ64dxrOFYgoAi0gSxCxC9Qrv0690fkKT44n5kIIeJPwISQcwT2IGNMO4tsnFFO1EqbGFIGOIWqk4ys6QoyxKhrhWoI8bgmf4DGFG8NcnSHQErQKHNMTbi9hKuA9QbqrkV5Q0D5EDEfEHkSC2dylMBmkGHYCYrNryjFBGDRDVmMKMmhG8fvSxL2yjMHF4UNcsLdNPQjU5jaF9AImMegEhMY4JR3fvM0whFPSCDRDhFGeTtBZmhy3lX2jn/UtHuEr/zQ3ECPmCKc8jeTOFcIpHTpzkTFO+QUS5nCn3OXMhYA7pRcBd8pdDlyIBNMT2O0TiqlcCpGMGCPIsHMecU3RUoRdC4prQgxk1wJTthSWKY5Agw6DhMB0hNsLWEh4R6CeE7MLytl36JbAEb6vwOxvKexYRSJNlMNMVEbo/Sb1nC5ICk+oD8EQOzrqOM+bBeTV/h9Os6csEIHdXotZMB1+Ajt1MbMDtFHlIOHD4XtAiszm196bDs++vYl7dvewv7j73nWqnBeD3F9U2+1iCUlTnqaC8zFnQm63/wEkMa4z,https://www.factoriocodex.com/blueprints/9,https://www.factoriocodex.com/
